Indicator,Value,Year,Month,Source,Reference,Gender (All/Male/Female),Geography (All/Urban/Rural),Disability (All/With/Without),Wealth Quintile (All/Poorest/Second/Middle/Fourth/Richest),Educational Attainment of Household Head,Province,District,"Age Range (i.e. 0-24 M, 15-60 Y)",SDG Goal,SDG Target,SDG National Indicator,CPAP 2016-2020 Outcome,CPAP 2016-2020 Output,Relevant SMQ No.,Keyword Tag 1,Keyword Tag 2,Keyword Tag 3,Keyword Tag 4,Keyword Tag 5,Prefered,To correct
Prevalence of moderate & severe stunting in children under 5 years of age,42.1,2013,,RISKESDAS,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,42.2,2015,,SUSENAS,,All,All,All,All,All,Bali,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below international poverty line of US$3.1 (PPP) per day,42.3,2015,,SUSENAS,,All,All,All,All,All,Sumatera Selatan,,< 18 yrs,1,,,,,,,,,,,,
Proportion of population living below international poverty line of US$3.1 (PPP) per day,42.4,2015,,SUSENAS,,All,All,All,All,All,Jawa Tengah,,All,1,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,42.4,2015,,SUSENAS,,All,All,All,Q1 (poorest),All,All Indonesia,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,42.4,2013,,RISKESDAS,,All,All,All,Q2,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Proportion of children living below international poverty line of US$3.1 (PPP) per day,42.5,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Tengah,,< 18 yrs,1,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,42.5,2013,,RISKESDAS,,All,All,All,All,All,Sumatera Utara,,0-59 months,2,,,,,,,,,,,,
Health insurance coverage (children),42.5,2015,,SUSENAS ,,All,All,All,All,All,Nusa Tenggara Barat,,0-17 yrs,3,,,,,,,,,,,,
Senior secondary adjusted net attendance rate,42.5,2015,,SUSENAS,,All,All,All,Q1 (poorest),All,All Indonesia,,,4,,,,,,,,,,,,
Proportion of adults living below international poverty line of US$3.1 (PPP) per day,42.6,2015,,SUSENAS,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,42.6,2013,,RISKESDAS,,All,All,All,All,All,Lampung,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,42.6,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Tenggara,,0-59 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,42.6,2012,,IDHS,,All,All,All,All,Graduated from secondary school,All Indonesia,,0-5 months,2,,,,,,,,,,,,
Health insurance coverage (adults),42.6,2015,,SUSENAS ,,All,All,All,All,All,Lampung,,18+ yrs,3,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,42.7,2012,,IDHS,,All,Urban,All,All,All,All Indonesia,,0-5 months,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,42.8,2015,,SUSENAS,,All,All,All,Q4,All,All Indonesia,,15-49 yrs,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,42.8,2012,,IDHS,,All,All,All,All,All,Sulawesi Tengah,,0-5 months,2,,,,,,,,,,,,
Proportion of children aged 12-23 months who received complete basic immunisation,42.8,2015,,SUSENAS ,,All,All,All,All,All,Nusa Tenggara Timur,,12-23 months,3,,,,,,,,,,,,
Proportion of children aged 12-23 months who received complete basic immunisation,42.8,2015,,SUSENAS ,,All,All,All,All,All,Kalimantan Tengah,,12-23 months,3,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,42.8,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,DKI Jakarta,,,16,,,,,,,,,,,,
Proportion of population living below twice the national poverty line,42.9,2015,,SUSENAS,,All,All,All,All,All,Banten,,All,1,,,,,,,,,,,,
Proportion of children living below international poverty line of US$3.1 (PPP) per day,42.9,2015,,SUSENAS,,All,All,All,All,All,Lampung,,< 18 yrs,1,,,,,,,,,,,,
Health insurance coverage (children),42.9,2015,,SUSENAS ,,All,All,All,All,All,Bengkulu,,0-17 yrs,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),43,2012,,IDHS,,All,All,All,All,All,All Indonesia,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),43,2012,,IDHS,,All,All,All,Q2,All,All Indonesia,,,3,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,43,2015,,SUSENAS,,All,Rural,All,All,All,All Indonesia,,,4,,,,,,,,,,,,
"Number of deaths due to disasters, annual average for 2005-2015",43,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Papua,,,13,,,,,,,,,,,,
Proportion of children deprived in 2 or more non-income dimensions of poverty,43.1,2016,,SUSENAS,,All,All,All,All,All,Kepulauan Bangka Belitung,,18+ yrs,1,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,43.1,2015,,SUSENAS,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,15-49 yrs,2,,,,,,,,,,,,
Proportion of children aged 12-23 months who received complete basic immunisation,43.1,2015,,SUSENAS ,,All,All,All,All,No school,All Indonesia,,12-23 months,3,,,,,,,,,,,,
Health insurance coverage (children),43.1,2015,,SUSENAS ,,All,All,All,All,All,Maluku,,0-17 yrs,3,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,43.3,2012,,IDHS,,All,All,All,All,Incomplete primary school,All Indonesia,,0-5 months,2,,,,,,,,,,,,
Health insurance coverage (children),43.3,2015,,SUSENAS ,,All,All,All,All,No school,All Indonesia,,0-17 yrs,3,,,,,,,,,,,,
Health insurance coverage (adults),43.3,2015,,SUSENAS ,,All,All,All,All,All,Sumatera Utara,,18+ yrs,3,,,,,,,,,,,,
Proportion of population living below twice the national poverty line,43.4,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Selatan,,All,1,,,,,,,,,,,,
Proportion of adults living below twice the national poverty line,43.4,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Timur,,18+ yrs,1,,,,,,,,,,,,
Proportion of children deprived in 2 or more non-income dimensions of poverty,43.4,2016,,SUSENAS,,All,All,All,All,All,Bali,,18+ yrs,1,,,,,,,,,,,,
Proportion of children aged 12-23 months who received complete basic immunisation,43.4,2015,,SUSENAS ,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,12-23 months,3,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,43.5,2012,,IDHS,,All,All,All,All,All,Maluku Utara,,0-5 months,2,,,,,,,,,,,,
Health insurance coverage (children),43.5,2015,,SUSENAS ,,All,All,All,Q3,All,All Indonesia,,0-17 yrs,3,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),43.5,2015,,SUSENAS,,All,All,All,All,All,Sumatera Utara,,0-59 months,16,,,,,,,,,,,,
Proportion of institutional deliveries,43.6,2015,,SUSENAS ,,Female,All,All,All,All,Kalimantan Tengah,,All,3,,,,,,,,,,,,
Health worker density and distribution: Midwives,43.7,2015,,Indonesia Health Profile,,All,All,All,All,All,All Indonesia,,All,3,,,,,,,,,,,,
Senior secondary completion rate,43.7,2015,,SUSENAS,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,,4,,,,,,,,,,,,
Share of villages/wards implementing Community Based Total Sanitation (STBM).,43.7,2015,,Indonesia Health Profile,,All,All,All,All,All,Bali,,,6,,,,,,,,,,,,
Proportion of adults living below twice the national poverty line,43.9,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Selatan,,18+ yrs,1,,,,,,,,,,,,
Health worker density and distribution: Midwives,43.9,2015,,Indonesia Health Profile,,All,All,All,All,All,Bali,,All,3,,,,,,,,,,,,
Health worker density and distribution: Midwives,43.9,2015,,Indonesia Health Profile,,All,All,All,All,All,Sulawesi Tenggara,,All,3,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,43.9,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Sulawesi Selatan,,,16,,,,,,,,,,,,
"Adolescent birth rate per 1,000 women",44,2012,,IDHS,,Female,All,All,All,All,Bali,,15-19 yrs,3,,,,,,,,,,,,
Proportion of population living below international poverty line of US$3.1 (PPP) per day,44.1,2015,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Barat,,All,1,,,,,,,,,,,,
Proportion of children living below international poverty line of US$3.1 (PPP) per day,44.1,2015,,SUSENAS,,All,Rural,All,All,All,All Indonesia,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below international poverty line of US$3.1 (PPP) per day,44.1,2015,,SUSENAS,,All,All,All,All,All,Papua,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children deprived in 2 or more non-income dimensions of poverty,44.1,2016,,SUSENAS,,All,All,All,All,All,Kalimantan Timur,,18+ yrs,1,,,,,,,,,,,,
Health insurance coverage (children),44.1,2015,,SUSENAS ,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,0-17 yrs,3,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,44.1,2015,,SUSENAS,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,,4,,,,,,,,,,,,
Proportion of population living below international poverty line of US$3.1 (PPP) per day,44.2,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Selatan,,All,1,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,44.2,2015,,SUSENAS,,All,All,All,All,All,Jawa Timur,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,44.2,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Selatan,,0-59 months,2,,,,,,,,,,,,
Health insurance coverage (children),44.2,2015,,SUSENAS ,,All,All,All,Q2,All,All Indonesia,,0-17 yrs,3,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,44.3,2012,,IDHS,,Male,All,All,All,All,All Indonesia,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,44.3,2012,,IDHS,,All,All,All,All,No school,All Indonesia,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,44.3,2012,,IDHS,,All,All,All,All,All,Jambi,,0-5 months,2,,,,,,,,,,,,
Percentage of 15-year old students achieving at least a minimum proficiency in reading,44.3,2015,,PISA,,All,All,All,All,All,All Indonesia,,,4,,,,,,,,,,,,
Percentage of population using improved sanitation facilities,44.3,2015,,SUSENAS,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,,6,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),44.3,2015,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Barat,,0-59 months,16,,,,,,,,,,,,
Proportion of population living below twice the national poverty line,44.4,2015,,SUSENAS,,All,Urban,All,All,All,All Indonesia,,All,1,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,44.4,2012,,IDHS,,All,All,All,All,All,Jawa Timur,,0-5 months,2,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,44.4,2015,,SUSENAS,,All,All,All,Q2,All,All Indonesia,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,44.4,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Timur,,,4,,,,,,,,,,,,
Senior secondary completion rate,44.4,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Barat,,,4,,,,,,,,,,,,
Percentage of schools with sex-separated sanitation facilities,44.4,2016,,School Statistics by the Ministry of Education and Culture from all forms of schols,,All,All,All,All,All,Jambi,,,6,,,,,,,,,,,,
Proportion of population living below twice the national poverty line,44.5,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Tengah,,All,1,,,,,,,,,,,,
Proportion of adults living below twice the national poverty line,44.5,2015,,SUSENAS,,All,All,All,All,All,Maluku Utara,,18+ yrs,1,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,44.5,2012,,IDHS,,All,All,All,All,All,Jawa Barat,,0-5 months,2,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,44.6,2015,,SUSENAS,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,< 18 yrs,1,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,44.6,2015,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Timur,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,44.7,2013,,RISKESDAS,,All,All,All,All,All,Papua Barat,,0-59 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,44.7,2012,,IDHS,,All,All,All,All,All,All Indonesia,,0-5 months,2,,,,,,,,,,,,
Percentage of population using improved sanitation facilities,44.7,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Barat,,,6,,,,,,,,,,,,
Percentage of schools with sex-separated sanitation facilities,44.8,2016,,School Statistics by the Ministry of Education and Culture from all forms of schols,,All,All,All,All,All,Nusa Tenggara Barat,,,6,,,,,,,,,,,,
Proportion of adults living below international poverty line of US$3.1 (PPP) per day,44.9,2015,,SUSENAS,,All,All,All,All,All,Gorontalo,,18+ yrs,1,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,44.9,2012,,IDHS,,All,All,All,All,All,Bali,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,44.9,2012,,IDHS,,All,All,All,All,All,Kalimantan Selatan,,0-5 months,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,45,2015,,SUSENAS,,All,Urban,All,All,All,All Indonesia,,15-49 yrs,2,,,,,,,,,,,,
"Adolescent birth rate per 1,000 women",45,2012,,IDHS,,Female,All,All,Q3,All,All Indonesia,,15-19 yrs,3,,,,,,,,,,,,
Health insurance coverage,45,2015,,SUSENAS ,,All,All,All,All,All,Banten,,All,3,,,,,,,,,,,,
Percentage of schools with sex-separated sanitation facilities,45,2016,,School Statistics by the Ministry of Education and Culture from all forms of schols,,All,All,All,All,All,Kalimantan Utara,,,6,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,45.1,2015,,SUSENAS,,All,All,All,All,All,Bengkulu,,,4,,,,,,,,,,,,
Proportion of adults living below international poverty line of US$3.1 (PPP) per day,45.2,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Barat,,18+ yrs,1,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,45.2,2013,,RISKESDAS,,All,All,All,All,All,Nusa Tenggara Barat,,0-59 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,45.2,2012,,IDHS,,Female,All,All,All,All,All Indonesia,,0-5 months,2,,,,,,,,,,,,
Health insurance coverage (children),45.2,2015,,SUSENAS ,,All,Rural,All,All,All,All Indonesia,,0-17 yrs,3,,,,,,,,,,,,
Health insurance coverage,45.2,2015,,SUSENAS ,,All,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,All,3,,,,,,,,,,,,
Proportion of population living below twice the national poverty line,45.3,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Utara,,All,1,,,,,,,,,,,,
Proportion of adults living below twice the national poverty line,45.3,2015,,SUSENAS,,All,All,All,All,All,Jawa Barat,,18+ yrs,1,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,45.3,2015,,SUSENAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,15-49 yrs,2,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,45.3,2015,,SUSENAS,,All,All,All,All,All,Aceh,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,45.3,2015,,SUSENAS,,All,All,All,All,All,Jawa Barat,,,4,,,,,,,,,,,,
Percentage of schools with sex-separated sanitation facilities,45.3,2016,,School Statistics by the Ministry of Education and Culture from all forms of schols,,All,All,All,All,All,Bengkulu,,,6,,,,,,,,,,,,
Percentage of population using improved sanitation facilities,45.4,2015,,SUSENAS,,All,All,All,All,All,Lampung,,,6,,,,,,,,,,,,
Health insurance coverage,45.5,2015,,SUSENAS ,,All,All,All,All,All,Jawa Barat,,All,3,,,,,,,,,,,,
Health insurance coverage (children),45.6,2015,,SUSENAS ,,All,All,All,All,All,Jawa Tengah,,0-17 yrs,3,,,,,,,,,,,,
Senior secondary completion rate,45.6,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Tengah,,,4,,,,,,,,,,,,
Percentage of population using improved sanitation facilities,45.6,2015,,SUSENAS,,All,Rural,All,All,All,All Indonesia,,,6,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,45.7,2012,,IDHS,,All,All,All,All,Graduated primary school,All Indonesia,,0-5 months,2,,,,,,,,,,,,
Health insurance coverage (children),45.7,2015,,SUSENAS ,,All,All,All,All,All,Riau,,0-17 yrs,3,,,,,,,,,,,,
Health insurance coverage (children),45.7,2015,,SUSENAS ,,All,All,All,All,All,Kepulauan Bangka Belitung,,0-17 yrs,3,,,,,,,,,,,,
Proportion of population living below international poverty line of US$3.1 (PPP) per day,45.8,2015,,SUSENAS,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,All,1,,,,,,,,,,,,
Proportion of children living below international poverty line of US$3.1 (PPP) per day,45.8,2015,,SUSENAS,,All,All,All,All,All,Jawa Tengah,,< 18 yrs,1,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,45.8,2012,,IDHS,,All,All,All,All,Some secondary school,All Indonesia,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,45.8,2012,,IDHS,,All,All,All,All,All,Sulawesi Tenggara,,0-5 months,2,,,,,,,,,,,,
Health insurance coverage (children),45.8,2015,,SUSENAS ,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,0-17 yrs,3,,,,,,,,,,,,
Health insurance coverage (children),46,2015,,SUSENAS ,,All,All,All,All,All,Sumatera Barat,,0-17 yrs,3,,,,,,,,,,,,
Health insurance coverage,46,2015,,SUSENAS ,,All,All,All,All,All,Bengkulu,,All,3,,,,,,,,,,,,
Proportion of children aged 12-23 months who received complete basic immunisation,46.1,2015,,SUSENAS ,,All,Rural,All,All,All,All Indonesia,,12-23 months,3,,,,,,,,,,,,
Health insurance coverage,46.2,2015,,SUSENAS ,,All,All,All,All,All,Nusa Tenggara Barat,,All,3,,,,,,,,,,,,
Health insurance coverage (children),46.3,2015,,SUSENAS ,,All,All,All,Q4,All,All Indonesia,,0-17 yrs,3,,,,,,,,,,,,
Health insurance coverage,46.3,2015,,SUSENAS ,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,All,3,,,,,,,,,,,,
Health insurance coverage,46.4,2015,,SUSENAS ,,All,All,All,Q3,All,All Indonesia,,All,3,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,46.4,2015,,SUSENAS,,All,All,All,All,All,DKI Jakarta,,,4,,,,,,,,,,,,
Percentage of schools with sex-separated sanitation facilities,46.4,2016,,School Statistics by the Ministry of Education and Culture from all forms of schols,,All,All,All,All,All,Sulawesi Selatan,,,6,,,,,,,,,,,,
Proportion of children aged 12-23 months who received complete basic immunisation,46.5,2015,,SUSENAS ,,All,All,All,All,All,Sulawesi Tengah,,12-23 months,3,,,,,,,,,,,,
