Indicator,Value,Year,Month,Source,Reference,Gender (All/Male/Female),Geography (All/Urban/Rural),Disability (All/With/Without),Wealth Quintile (All/Poorest/Second/Middle/Fourth/Richest),Educational attainment of household head,Province,District,"Age Range (i.e. 0-24 M, 15-60 Y)",SDG Goal,SDG Target,SDG National Indicator,CPAP 2016-2020 Outcome,CPAP 2016-2020 Output,Relevant SMQ No.,Keyword Tag 1,Keyword Tag 2,Keyword Tag 3,Keyword Tag 4,Keyword Tag 5,Prefered,To correct
Percentage of children deprived in 2 or more non-income dimensions of poverty,49.70,2016,,SUSENAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,54.70,2016,,SUSENAS,,All,All,All,All,All,Aceh,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,71.90,2016,,SUSENAS,,All,All,All,All,All,Sumatera Utara,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,71.00,2016,,SUSENAS,,All,All,All,All,All,Sumatera Barat,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,62.60,2016,,SUSENAS,,All,All,All,All,All,Riau,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,69.40,2016,,SUSENAS,,All,All,All,All,All,Jambi,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,51.20,2016,,SUSENAS,,All,All,All,All,All,Sumatera Selatan,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,74.80,2016,,SUSENAS,,All,All,All,All,All,Bengkulu,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,73.20,2016,,SUSENAS,,All,All,All,All,All,Lampung,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,43.10,2016,,SUSENAS,,All,All,All,All,All,Kepulauan Bangka Belitung,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,41.10,2016,,SUSENAS,,All,All,All,All,All,Kepulauan Riau,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,55.20,2016,,SUSENAS,,All,All,All,All,All,DKI Jakarta,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,67.70,2016,,SUSENAS,,All,All,All,All,All,Jawa Barat,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,63.50,2016,,SUSENAS,,All,All,All,All,All,Jawa Tengah,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,47.20,2016,,SUSENAS,,All,All,All,All,All,DI Yogyakarta,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,65.00,2016,,SUSENAS,,All,All,All,All,All,Jawa Timur,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,65.00,2016,,SUSENAS,,All,All,All,All,All,Banten,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,43.40,2016,,SUSENAS,,All,All,All,All,All,Bali,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,64.50,2016,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Barat,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,87.50,2016,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Timur,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,72.30,2016,,SUSENAS,,All,All,All,All,All,Kalimantan Barat,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,69.50,2016,,SUSENAS,,All,All,All,All,All,Kalimantan Tengah,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,57.30,2016,,SUSENAS,,All,All,All,All,All,Kalimantan Selatan,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,44.10,2016,,SUSENAS,,All,All,All,All,All,Kalimantan Timur,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,59.00,2016,,SUSENAS,,All,All,All,All,All,Kalimantan Utara,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,68.40,2016,,SUSENAS,,All,All,All,All,All,Sulawesi Utara,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,75.20,2016,,SUSENAS,,All,All,All,All,All,Sulawesi Tengah,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,54.60,2016,,SUSENAS,,All,All,All,All,All,Sulawesi Selatan,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,61.60,2016,,SUSENAS,,All,All,All,All,All,Sulawesi Tenggara,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,65.90,2016,,SUSENAS,,All,All,All,All,All,Gorontalo,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,61.10,2016,,SUSENAS,,All,All,All,All,All,Sulawesi Barat,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,75.50,2016,,SUSENAS,,All,All,All,All,All,Maluku,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,79.80,2016,,SUSENAS,,All,All,All,All,All,Maluku Utara,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,74.70,2016,,SUSENAS,,All,All,All,All,All,Papua Barat,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,87.60,2016,,SUSENAS,,All,All,All,All,All,Papua,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,64.20,2016,,SUSENAS,,Female,All,All,All,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,65.70,2016,,SUSENAS,,Male,All,All,All,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,22.90,2016,,INAP,,All,All,All,All,All,All Indonesia,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,23.40,2016,,INAP,,All,All,All,All,All,Aceh,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,26.10,2016,,INAP,,All,All,All,All,All,Sumatera Utara,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,24.40,2016,,INAP,,All,All,All,All,All,Sumatera Barat,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,22.80,2016,,INAP,,All,All,All,All,All,Riau,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,22.50,2016,,INAP,,All,All,All,All,All,Jambi,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,19.70,2016,,INAP,,All,All,All,All,All,Sumatera Selatan,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,22.10,2016,,INAP,,All,All,All,All,All,Bengkulu,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,19.50,2016,,INAP,,All,All,All,All,All,Lampung,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,25.00,2016,,INAP,,All,All,All,All,All,Kepulauan Bangka Belitung,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,28.60,2016,,INAP,,All,All,All,All,All,Kepulauan Riau,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,23.60,2016,,INAP,,All,All,All,All,All,DKI Jakarta,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,25.10,2016,,INAP,,All,All,All,All,All,Jawa Barat,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,21.80,2016,,INAP,,All,All,All,All,All,Jawa Tengah,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,30.40,2016,,INAP,,All,All,All,All,All,DI Yogyakarta,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,28.70,2016,,INAP,,All,All,All,All,All,Jawa Timur,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,20.80,2016,,INAP,,All,All,All,All,All,Banten,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,26.20,2016,,INAP,,All,All,All,All,All,Bali,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,18.90,2016,,INAP,,All,All,All,All,All,Nusa Tenggara Barat,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,22.50,2016,,INAP,,All,All,All,All,All,Nusa Tenggara Timur,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,22.50,2016,,INAP,,All,All,All,All,All,Kalimantan Barat,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,17.50,2016,,INAP,,All,All,All,All,All,Kalimantan Tengah,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,19.20,2016,,INAP,,All,All,All,All,All,Kalimantan Selatan,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,18.50,2016,,INAP,,All,All,All,All,All,Kalimantan Timur,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,14.90,2016,,INAP,,All,All,All,All,All,Kalimantan Utara,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,14.30,2016,,INAP,,All,All,All,All,All,Sulawesi Utara,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,12.40,2016,,INAP,,All,All,All,All,All,Sulawesi Tengah,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,17.60,2016,,INAP,,All,All,All,All,All,Sulawesi Selatan,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,22.80,2016,,INAP,,All,All,All,All,All,Sulawesi Tenggara,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,17.70,2016,,INAP,,All,All,All,All,All,Gorontalo,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,16.20,2016,,INAP,,All,All,All,All,All,Sulawesi Barat,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,12.20,2016,,INAP,,All,All,All,All,All,Maluku,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,13.70,2016,,INAP,,All,All,All,All,All,Maluku Utara,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,17.90,2016,,INAP,,All,All,All,All,All,Papua Barat,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,16.10,2016,,INAP,,All,All,All,All,All,Papua,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in reading,53.20,2016,,INAP,,All,All,All,All,All,All Indonesia,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in reading,53.30,2016,,INAP,,All,All,All,All,All,Aceh,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in reading,50.40,2016,,INAP,,All,All,All,All,All,Sumatera Utara,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in reading,63.20,2016,,INAP,,All,All,All,All,All,Sumatera Barat,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in reading,66.60,2016,,INAP,,All,All,All,All,All,Riau,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in reading,53.40,2016,,INAP,,All,All,All,All,All,Jambi,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in reading,54.20,2016,,INAP,,All,All,All,All,All,Sumatera Selatan,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in reading,52.20,2016,,INAP,,All,All,All,All,All,Bengkulu,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in reading,60.20,2016,,INAP,,All,All,All,All,All,Lampung,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in reading,60.20,2016,,INAP,,All,All,All,All,All,Kepulauan Bangka Belitung,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in reading,76.20,2016,,INAP,,All,All,All,All,All,Kepulauan Riau,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in reading,51.40,2016,,INAP,,All,All,All,All,All,DKI Jakarta,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in reading,57.20,2016,,INAP,,All,All,All,All,All,Jawa Barat,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in reading,58.30,2016,,INAP,,All,All,All,All,All,Jawa Tengah,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in reading,75.20,2016,,INAP,,All,All,All,All,All,DI Yogyakarta,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in reading,69.20,2016,,INAP,,All,All,All,All,All,Jawa Timur,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in reading,47.00,2016,,INAP,,All,All,All,All,All,Banten,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in reading,50.30,2016,,INAP,,All,All,All,All,All,Bali,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in reading,39.30,2016,,INAP,,All,All,All,All,All,Nusa Tenggara Barat,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in reading,34.80,2016,,INAP,,All,All,All,All,All,Nusa Tenggara Timur,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in reading,40.80,2016,,INAP,,All,All,All,All,All,Kalimantan Barat,,,4,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in reading,38.70,2016,,INAP,,All,All,All,All,All,Kalimantan Tengah,,,4,,,,,,,,,,,,
