Indicator,Value,Year,Month,Source,Reference,Gender (All/Male/Female),Geography (All/Urban/Rural),Disability (All/With/Without),Wealth Quintile (All/Poorest/Second/Middle/Fourth/Richest),Educational attainment of household head,Province,District,"Age Range (i.e. 0-24 M, 15-60 Y)",SDG Goal,SDG Target,SDG National Indicator,CPAP 2016-2020 Outcome,CPAP 2016-2020 Output,Relevant SMQ No.,Keyword Tag 1,Keyword Tag 2,Keyword Tag 3,Keyword Tag 4,Keyword Tag 5,Prefered,To correct
Proportion of institutional deliveries,41,2015,,SUSENAS ,,Female,All,All,All,All,Sulawesi Tenggara,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,74.4,2015,,SUSENAS ,,Female,All,All,All,All,Gorontalo,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,52.8,2015,,SUSENAS ,,Female,All,All,All,All,Sulawesi Barat,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,27.1,2015,,SUSENAS ,,Female,All,All,All,All,Maluku,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,40.7,2015,,SUSENAS ,,Female,All,All,All,All,Maluku Utara,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,55.3,2015,,SUSENAS ,,Female,All,All,All,All,Papua Barat,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,48.4,2015,,SUSENAS ,,Female,All,All,All,All,Papua,,All,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),43,2012,,IDHS,,All,All,All,All,All,All Indonesia,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),49,2012,,IDHS,,Male,All,All,All,All,All Indonesia,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),37,2012,,IDHS,,Female,All,All,All,All,All Indonesia,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),34,2012,,IDHS,,All,Urban,All,All,All,All Indonesia,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),52,2012,,IDHS,,All,Rural,All,All,All,All Indonesia,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),70,2012,,IDHS,,All,All,All,Q1 (poorest),All,All Indonesia,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),43,2012,,IDHS,,All,All,All,Q2,All,All Indonesia,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),39,2012,,IDHS,,All,All,All,Q3,All,All Indonesia,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),34,2012,,IDHS,,All,All,All,Q4,All,All Indonesia,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),23,2012,,IDHS,,All,All,All,Q5 (wealthiest),All,All Indonesia,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),96,2012,,IDHS,,All,All,All,All,No school,All Indonesia,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),76,2012,,IDHS,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),52,2012,,IDHS,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),32,2012,,IDHS,,All,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),32,2012,,IDHS,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),18,2012,,IDHS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),52,2012,,IDHS,,All,All,All,All,All,Aceh,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),54,2012,,IDHS,,All,All,All,All,All,Sumatera Utara,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),34,2012,,IDHS,,All,All,All,All,All,Sumatera Barat,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),28,2012,,IDHS,,All,All,All,All,All,Riau,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),36,2012,,IDHS,,All,All,All,All,All,Jambi,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),37,2012,,IDHS,,All,All,All,All,All,Sumatera Selatan,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),35,2012,,IDHS,,All,All,All,All,All,Bengkulu,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),38,2012,,IDHS,,All,All,All,All,All,Lampung,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),32,2012,,IDHS,,All,All,All,All,All,Kepulauan Bangka Belitung,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),42,2012,,IDHS,,All,All,All,All,All,Kepulauan Riau,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),31,2012,,IDHS,,All,All,All,All,All,DKI Jakarta,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),38,2012,,IDHS,,All,All,All,All,All,Jawa Barat,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),38,2012,,IDHS,,All,All,All,All,All,Jawa Tengah,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),30,2012,,IDHS,,All,All,All,All,All,DI Yogyakarta,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),34,2012,,IDHS,,All,All,All,All,All,Jawa Timur,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),38,2012,,IDHS,,All,All,All,All,All,Banten,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),33,2012,,IDHS,,All,All,All,All,All,Bali,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),75,2012,,IDHS,,All,All,All,All,All,Nusa Tenggara Barat,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),58,2012,,IDHS,,All,All,All,All,All,Nusa Tenggara Timur,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),37,2012,,IDHS,,All,All,All,All,All,Kalimantan Barat,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),56,2012,,IDHS,,All,All,All,All,All,Kalimantan Tengah,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),57,2012,,IDHS,,All,All,All,All,All,Kalimantan Selatan,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),31,2012,,IDHS,,All,All,All,All,All,Kalimantan Timur,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),31,2012,,IDHS,,All,All,All,All,All,Kalimantan Utara,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),37,2012,,IDHS,,All,All,All,All,All,Sulawesi Utara,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),85,2012,,IDHS,,All,All,All,All,All,Sulawesi Tengah,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),37,2012,,IDHS,,All,All,All,All,All,Sulawesi Selatan,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),55,2012,,IDHS,,All,All,All,All,All,Sulawesi Tenggara,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),78,2012,,IDHS,,All,All,All,All,All,Gorontalo,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),70,2012,,IDHS,,All,All,All,All,All,Sulawesi Barat,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),60,2012,,IDHS,,All,All,All,All,All,Maluku,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),85,2012,,IDHS,,All,All,All,All,All,Maluku Utara,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),109,2012,,IDHS,,All,All,All,All,All,Papua Barat,,,3,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),115,2012,,IDHS,,All,All,All,All,All,Papua,,,3,,,,,,,,,,,,
Neonatal mortality rate,20,2012,,IDHS,,All,All,All,All,All,All Indonesia,,,3,,,,,,,,,,,,
Neonatal mortality rate,24,2012,,IDHS,,Male,All,All,All,All,All Indonesia,,,3,,,,,,,,,,,,
Neonatal mortality rate,16,2012,,IDHS,,Female,All,All,All,All,All Indonesia,,,3,,,,,,,,,,,,
Neonatal mortality rate,15,2012,,IDHS,,All,Urban,All,All,All,All Indonesia,,,3,,,,,,,,,,,,
Neonatal mortality rate,24,2012,,IDHS,,All,Rural,All,All,All,All Indonesia,,,3,,,,,,,,,,,,
Neonatal mortality rate,29,2012,,IDHS,,All,All,All,Q1 (poorest),All,All Indonesia,,,3,,,,,,,,,,,,
Neonatal mortality rate,21,2012,,IDHS,,All,All,All,Q2,All,All Indonesia,,,3,,,,,,,,,,,,
Neonatal mortality rate,23,2012,,IDHS,,All,All,All,Q3,All,All Indonesia,,,3,,,,,,,,,,,,
Neonatal mortality rate,15,2012,,IDHS,,All,All,All,Q4,All,All Indonesia,,,3,,,,,,,,,,,,
Neonatal mortality rate,10,2012,,IDHS,,All,All,All,Q5 (wealthiest),All,All Indonesia,,,3,,,,,,,,,,,,
Neonatal mortality rate,31,2012,,IDHS,,All,All,All,All,No school,All Indonesia,,,3,,,,,,,,,,,,
Neonatal mortality rate,37,2012,,IDHS,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,,3,,,,,,,,,,,,
Neonatal mortality rate,24,2012,,IDHS,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,,3,,,,,,,,,,,,
Neonatal mortality rate,15,2012,,IDHS,,All,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,,3,,,,,,,,,,,,
Neonatal mortality rate,16,2012,,IDHS,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,,3,,,,,,,,,,,,
Neonatal mortality rate,10,2012,,IDHS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,,3,,,,,,,,,,,,
Neonatal mortality rate,28,2012,,IDHS,,All,All,All,All,All,Aceh,,,3,,,,,,,,,,,,
Neonatal mortality rate,26,2012,,IDHS,,All,All,All,All,All,Sumatera Utara,,,3,,,,,,,,,,,,
Neonatal mortality rate,17,2012,,IDHS,,All,All,All,All,All,Sumatera Barat,,,3,,,,,,,,,,,,
Neonatal mortality rate,15,2012,,IDHS,,All,All,All,All,All,Riau,,,3,,,,,,,,,,,,
Neonatal mortality rate,16,2012,,IDHS,,All,All,All,All,All,Jambi,,,3,,,,,,,,,,,,
Neonatal mortality rate,20,2012,,IDHS,,All,All,All,All,All,Sumatera Selatan,,,3,,,,,,,,,,,,
Neonatal mortality rate,21,2012,,IDHS,,All,All,All,All,All,Bengkulu,,,3,,,,,,,,,,,,
Neonatal mortality rate,20,2012,,IDHS,,All,All,All,All,All,Lampung,,,3,,,,,,,,,,,,
Neonatal mortality rate,20,2012,,IDHS,,All,All,All,All,All,Kepulauan Bangka Belitung,,,3,,,,,,,,,,,,
Neonatal mortality rate,21,2012,,IDHS,,All,All,All,All,All,Kepulauan Riau,,,3,,,,,,,,,,,,
Neonatal mortality rate,15,2012,,IDHS,,All,All,All,All,All,DKI Jakarta,,,3,,,,,,,,,,,,
Neonatal mortality rate,17,2012,,IDHS,,All,All,All,All,All,Jawa Barat,,,3,,,,,,,,,,,,
Neonatal mortality rate,22,2012,,IDHS,,All,All,All,All,All,Jawa Tengah,,,3,,,,,,,,,,,,
Neonatal mortality rate,18,2012,,IDHS,,All,All,All,All,All,DI Yogyakarta,,,3,,,,,,,,,,,,
Neonatal mortality rate,14,2012,,IDHS,,All,All,All,All,All,Jawa Timur,,,3,,,,,,,,,,,,
Neonatal mortality rate,23,2012,,IDHS,,All,All,All,All,All,Banten,,,3,,,,,,,,,,,,
Neonatal mortality rate,18,2012,,IDHS,,All,All,All,All,All,Bali,,,3,,,,,,,,,,,,
Neonatal mortality rate,33,2012,,IDHS,,All,All,All,All,All,Nusa Tenggara Barat,,,3,,,,,,,,,,,,
Neonatal mortality rate,26,2012,,IDHS,,All,All,All,All,All,Nusa Tenggara Timur,,,3,,,,,,,,,,,,
Neonatal mortality rate,18,2012,,IDHS,,All,All,All,All,All,Kalimantan Barat,,,3,,,,,,,,,,,,
Neonatal mortality rate,25,2012,,IDHS,,All,All,All,All,All,Kalimantan Tengah,,,3,,,,,,,,,,,,
Neonatal mortality rate,30,2012,,IDHS,,All,All,All,All,All,Kalimantan Selatan,,,3,,,,,,,,,,,,
Neonatal mortality rate,12,2012,,IDHS,,All,All,All,All,All,Kalimantan Timur,,,3,,,,,,,,,,,,
Neonatal mortality rate,12,2012,,IDHS,,All,All,All,All,All,Kalimantan Utara,,,3,,,,,,,,,,,,
Neonatal mortality rate,23,2012,,IDHS,,All,All,All,All,All,Sulawesi Utara,,,3,,,,,,,,,,,,
Neonatal mortality rate,26,2012,,IDHS,,All,All,All,All,All,Sulawesi Tengah,,,3,,,,,,,,,,,,
Neonatal mortality rate,13,2012,,IDHS,,All,All,All,All,All,Sulawesi Selatan,,,3,,,,,,,,,,,,
Neonatal mortality rate,25,2012,,IDHS,,All,All,All,All,All,Sulawesi Tenggara,,,3,,,,,,,,,,,,
Neonatal mortality rate,26,2012,,IDHS,,All,All,All,All,All,Gorontalo,,,3,,,,,,,,,,,,
Neonatal mortality rate,26,2012,,IDHS,,All,All,All,All,All,Sulawesi Barat,,,3,,,,,,,,,,,,
Neonatal mortality rate,24,2012,,IDHS,,All,All,All,All,All,Maluku,,,3,,,,,,,,,,,,
Neonatal mortality rate,37,2012,,IDHS,,All,All,All,All,All,Maluku Utara,,,3,,,,,,,,,,,,
Neonatal mortality rate,35,2012,,IDHS,,All,All,All,All,All,Papua Barat,,,3,,,,,,,,,,,,
Neonatal mortality rate,27,2012,,IDHS,,All,All,All,All,All,Papua,,,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,74.3,2015,,SUSENAS ,,All,All,All,All,All,All Indonesia,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,74.7,2015,,SUSENAS ,,Male,All,All,All,All,All Indonesia,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,73.9,2015,,SUSENAS ,,Female,All,All,All,All,All Indonesia,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,78.4,2015,,SUSENAS ,,All,Urban,All,All,All,All Indonesia,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,70.3,2015,,SUSENAS ,,All,Rural,All,All,All,All Indonesia,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,71.9,2015,,SUSENAS ,,All,All,All,Q1 (poorest),All,All Indonesia,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,71.1,2015,,SUSENAS ,,All,All,All,Q2,All,All Indonesia,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,74.6,2015,,SUSENAS ,,All,All,All,Q3,All,All Indonesia,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,75.4,2015,,SUSENAS ,,All,All,All,Q4,All,All Indonesia,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,81.6,2015,,SUSENAS ,,All,All,All,Q5 (wealthiest),All,All Indonesia,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,65.9,2015,,SUSENAS ,,All,All,All,All,No school,All Indonesia,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,68.1,2015,,SUSENAS ,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,72,2015,,SUSENAS ,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,74.4,2015,,SUSENAS ,,All,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,78.6,2015,,SUSENAS ,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,81,2015,,SUSENAS ,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,51.9,2015,,SUSENAS ,,All,All,All,All,All,Aceh,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,59.8,2015,,SUSENAS ,,All,All,All,All,All,Sumatera Utara,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,63.6,2015,,SUSENAS ,,All,All,All,All,All,Sumatera Barat,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,65.8,2015,,SUSENAS ,,All,All,All,All,All,Riau,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,75.6,2015,,SUSENAS ,,All,All,All,All,All,Jambi,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,74.6,2015,,SUSENAS ,,All,All,All,All,All,Sumatera Selatan,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,84.3,2015,,SUSENAS ,,All,All,All,All,All,Bengkulu,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,83.2,2015,,SUSENAS ,,All,All,All,All,All,Lampung,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,82.2,2015,,SUSENAS ,,All,All,All,All,All,Kepulauan Bangka Belitung,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,84.7,2015,,SUSENAS ,,All,All,All,All,All,Kepulauan Riau,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,81,2015,,SUSENAS ,,All,All,All,All,All,DKI Jakarta,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,73.8,2015,,SUSENAS ,,All,All,All,All,All,Jawa Barat,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,84.8,2015,,SUSENAS ,,All,All,All,All,All,Jawa Tengah,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,95.6,2015,,SUSENAS ,,All,All,All,All,All,DI Yogyakarta,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,79,2015,,SUSENAS ,,All,All,All,All,All,Jawa Timur,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,64.4,2015,,SUSENAS ,,All,All,All,All,All,Banten,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,90.9,2015,,SUSENAS ,,All,All,All,All,All,Bali,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,80.3,2015,,SUSENAS ,,All,All,All,All,All,Nusa Tenggara Barat,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,71.1,2015,,SUSENAS ,,All,All,All,All,All,Nusa Tenggara Timur,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,62.7,2015,,SUSENAS ,,All,All,All,All,All,Kalimantan Barat,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,66.7,2015,,SUSENAS ,,All,All,All,All,All,Kalimantan Tengah,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,79.4,2015,,SUSENAS ,,All,All,All,All,All,Kalimantan Selatan,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,78.3,2015,,SUSENAS ,,All,All,All,All,All,Kalimantan Timur,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,79.8,2015,,SUSENAS ,,All,All,All,All,All,Kalimantan Utara,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,80.2,2015,,SUSENAS ,,All,All,All,All,All,Sulawesi Utara,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,65.7,2015,,SUSENAS ,,All,All,All,All,All,Sulawesi Tengah,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,74.9,2015,,SUSENAS ,,All,All,All,All,All,Sulawesi Selatan,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,73.1,2015,,SUSENAS ,,All,All,All,All,All,Sulawesi Tenggara,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,77.9,2015,,SUSENAS ,,All,All,All,All,All,Gorontalo,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,66.8,2015,,SUSENAS ,,All,All,All,All,All,Sulawesi Barat,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,61.1,2015,,SUSENAS ,,All,All,All,All,All,Maluku,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,56.7,2015,,SUSENAS ,,All,All,All,All,All,Maluku Utara,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,55.6,2015,,SUSENAS ,,All,All,All,All,All,Papua Barat,,12-23 months,3,,,,,,,,,,,,
Proportion of chidlren aged 12-23 months who received DPT3 Vaccine,51.7,2015,,SUSENAS ,,All,All,All,All,All,Papua,,12-23 months,3,,,,,,,,,,,,
Proportion of children aged 12-23 months who received Measles (or MMR) Vaccine,82.4,2015,,SUSENAS ,,All,All,All,All,All,All Indonesia,,12-23 months,3,,,,,,,,,,,,
Proportion of children aged 12-23 months who received Measles (or MMR) Vaccine,83.3,2015,,SUSENAS ,,Male,All,All,All,All,All Indonesia,,12-23 months,3,,,,,,,,,,,,
Proportion of children aged 12-23 months who received Measles (or MMR) Vaccine,81.4,2015,,SUSENAS ,,Female,All,All,All,All,All Indonesia,,12-23 months,3,,,,,,,,,,,,
